Unit_ID,Complex,Dong,Ho,Floor,L_Score,C_Score,S_Score,Total_Grade,Status
U1-111-1801,1단지,111동,1801호,18,6.9,7.0,7.0,C,공식기초분석완료
U1-111-1802,1단지,111동,1802호,18,6.9,7.0,7.0,C,공식기초분석완료
U1-111-1803,1단지,111동,1803호,18,6.9,7.0,7.0,C,공식기초분석완료
U1-111-1804,1단지,111동,1804호,18,6.9,7.0,7.0,C,공식기초분석완료
U1-111-1805,1단지,111동,1805호,18,6.9,7.0,7.0,C,공식기초분석완료
U1-111-1806,1단지,111동,1806호,18,6.9,7.0,7.0,C,공식기초분석완료
U1-111-1901,1단지,111동,1901호,19,7.0,7.0,7.0,B,공식기초분석완료
U1-111-1902,1단지,111동,1902호,19,7.0,7.0,7.0,B,공식기초분석완료
U1-111-1903,1단지,111동,1903호,19,7.0,7.0,7.0,B,공식기초분석완료
U1-111-1904,1단지,111동,1904호,19,7.0,7.0,7.0,B,공식기초분석완료
U1-111-1905,1단지,111동,1905호,19,7.0,7.0,7.0,B,공식기초분석완료
U1-111-1906,1단지,111동,1906호,19,7.0,7.0,7.0,B,공식기초분석완료
U1-111-2001,1단지,111동,2001호,20,7.1,7.0,7.0,B,공식기초분석완료
U1-111-2002,1단지,111동,2002호,20,7.1,7.0,7.0,B,공식기초분석완료
U1-111-2003,1단지,111동,2003호,20,7.1,7.0,7.0,B,공식기초분석완료
U1-111-2004,1단지,111동,2004호,20,7.1,7.0,7.0,B,공식기초분석완료
U1-111-2005,1단지,111동,2005호,20,7.1,7.0,7.0,B,공식기초분석완료
U1-111-2006,1단지,111동,2006호,20,7.1,7.0,7.0,B,공식기초분석완료
U1-111-2101,1단지,111동,2101호,21,7.2,7.0,7.0,B,공식기초분석완료
U1-111-2102,1단지,111동,2102호,21,7.2,7.0,7.0,B,공식기초분석완료
U1-111-2103,1단지,111동,2103호,21,7.2,7.0,7.0,B,공식기초분석완료
U1-111-2104,1단지,111동,2104호,21,7.2,7.0,7.0,B,공식기초분석완료
U1-111-2105,1단지,111동,2105호,21,7.2,7.0,7.0,B,공식기초분석완료
U1-111-2106,1단지,111동,2106호,21,7.2,7.0,7.0,B,공식기초분석완료
U1-111-2201,1단지,111동,2201호,22,7.4,7.0,7.0,B,공식기초분석완료
U1-111-2202,1단지,111동,2202호,22,7.4,7.0,7.0,B,공식기초분석완료
U1-111-2203,1단지,111동,2203호,22,7.4,7.0,7.0,B,공식기초분석완료
U1-111-2204,1단지,111동,2204호,22,7.4,7.0,7.0,B,공식기초분석완료
U1-111-2205,1단지,111동,2205호,22,7.4,7.0,7.0,B,공식기초분석완료
U1-111-2206,1단지,111동,2206호,22,7.4,7.0,7.0,B,공식기초분석완료
U1-111-2301,1단지,111동,2301호,23,7.5,7.0,7.0,B,공식기초분석완료
U1-111-2302,1단지,111동,2302호,23,7.5,7.0,7.0,B,공식기초분석완료
U1-111-2303,1단지,111동,2303호,23,7.5,7.0,7.0,B,공식기초분석완료
U1-111-2304,1단지,111동,2304호,23,7.5,7.0,7.0,B,공식기초분석완료
U1-111-2305,1단지,111동,2305호,23,7.5,7.0,7.0,B,공식기초분석완료
U1-111-2306,1단지,111동,2306호,23,7.5,7.0,7.0,B,공식기초분석완료
U1-111-2401,1단지,111동,2401호,24,7.6,7.0,7.0,B,공식기초분석완료
U1-111-2402,1단지,111동,2402호,24,7.6,7.0,7.0,B,공식기초분석완료
U1-111-2403,1단지,111동,2403호,24,7.6,7.0,7.0,B,공식기초분석완료
U1-111-2404,1단지,111동,2404호,24,7.6,7.0,7.0,B,공식기초분석완료
U1-111-2405,1단지,111동,2405호,24,7.6,7.0,7.0,B,공식기초분석완료
U1-111-2406,1단지,111동,2406호,24,7.6,7.0,7.0,B,공식기초분석완료
U1-111-2501,1단지,111동,2501호,25,7.7,7.0,7.0,B,공식기초분석완료
U1-111-2502,1단지,111동,2502호,25,7.7,7.0,7.0,B,공식기초분석완료
U1-111-2503,1단지,111동,2503호,25,7.7,7.0,7.0,B,공식기초분석완료
U1-111-2504,1단지,111동,2504호,25,7.7,7.0,7.0,B,공식기초분석완료
U1-111-2505,1단지,111동,2505호,25,7.7,7.0,7.0,B,공식기초분석완료
U1-111-2506,1단지,111동,2506호,25,7.7,7.0,7.0,B,공식기초분석완료
U1-111-2601,1단지,111동,2601호,26,7.8,7.0,7.0,B,공식기초분석완료
U1-111-2602,1단지,111동,2602호,26,7.8,7.0,7.0,B,공식기초분석완료
U1-111-2603,1단지,111동,2603호,26,7.8,7.0,7.0,B,공식기초분석완료
U1-111-2604,1단지,111동,2604호,26,7.8,7.0,7.0,B,공식기초분석완료
U1-111-2605,1단지,111동,2605호,26,7.8,7.0,7.0,B,공식기초분석완료
U1-111-2606,1단지,111동,2606호,26,7.8,7.0,7.0,B,공식기초분석완료
U1-111-2701,1단지,111동,2701호,27,7.9,7.0,7.0,B,공식기초분석완료
U1-111-2702,1단지,111동,2702호,27,7.9,7.0,7.0,B,공식기초분석완료
U1-111-2703,1단지,111동,2703호,27,7.9,7.0,7.0,B,공식기초분석완료
U1-111-2704,1단지,111동,2704호,27,7.9,7.0,7.0,B,공식기초분석완료
U1-111-2705,1단지,111동,2705호,27,7.9,7.0,7.0,B,공식기초분석완료
U1-111-2706,1단지,111동,2706호,27,7.9,7.0,7.0,B,공식기초분석완료
U1-111-2801,1단지,111동,2801호,28,8.0,7.0,7.0,B+,공식기초분석완료
U1-111-2802,1단지,111동,2802호,28,8.0,7.0,7.0,B+,공식기초분석완료
U1-111-2803,1단지,111동,2803호,28,8.0,7.0,7.0,B+,공식기초분석완료
U1-111-2804,1단지,111동,2804호,28,8.0,7.0,7.0,B+,공식기초분석완료
U1-111-2805,1단지,111동,2805호,28,8.0,7.0,7.0,B+,공식기초분석완료
U1-111-2806,1단지,111동,2806호,28,8.0,7.0,7.0,B+,공식기초분석완료
U1-111-2901,1단지,111동,2901호,29,8.1,7.0,7.0,B+,공식기초분석완료
U1-111-2902,1단지,111동,2902호,29,8.1,7.0,7.0,B+,공식기초분석완료
U1-111-2903,1단지,111동,2903호,29,8.1,7.0,7.0,B+,공식기초분석완료
U1-111-2904,1단지,111동,2904호,29,8.1,7.0,7.0,B+,공식기초분석완료
U1-111-2905,1단지,111동,2905호,29,8.1,7.0,7.0,B+,공식기초분석완료
U1-111-2906,1단지,111동,2906호,29,8.1,7.0,7.0,B+,공식기초분석완료
U1-111-3001,1단지,111동,3001호,30,8.2,7.0,7.0,B+,공식기초분석완료
U1-111-3002,1단지,111동,3002호,30,8.2,7.0,7.0,B+,공식기초분석완료
U1-111-3003,1단지,111동,3003호,30,8.2,7.0,7.0,B+,공식기초분석완료
U1-111-3004,1단지,111동,3004호,30,8.2,7.0,7.0,B+,공식기초분석완료
U1-111-3005,1단지,111동,3005호,30,8.2,7.0,7.0,B+,공식기초분석완료
U1-111-3006,1단지,111동,3006호,30,8.2,7.0,7.0,B+,공식기초분석완료
U1-111-3101,1단지,111동,3101호,31,8.3,7.0,7.0,B+,공식기초분석완료
U1-111-3102,1단지,111동,3102호,31,8.3,7.0,7.0,B+,공식기초분석완료
U1-111-3103,1단지,111동,3103호,31,8.3,7.0,7.0,B+,공식기초분석완료
U1-111-3104,1단지,111동,3104호,31,8.3,7.0,7.0,B+,공식기초분석완료
U1-111-3105,1단지,111동,3105호,31,8.3,7.0,7.0,B+,공식기초분석완료
U1-111-3106,1단지,111동,3106호,31,8.3,7.0,7.0,B+,공식기초분석완료
U1-111-3201,1단지,111동,3201호,32,8.4,7.0,7.0,B+,공식기초분석완료
U1-111-3202,1단지,111동,3202호,32,8.4,7.0,7.0,B+,공식기초분석완료
U1-111-3203,1단지,111동,3203호,32,8.4,7.0,7.0,B+,공식기초분석완료
U1-111-3204,1단지,111동,3204호,32,8.4,7.0,7.0,B+,공식기초분석완료
U1-111-3205,1단지,111동,3205호,32,8.4,7.0,7.0,B+,공식기초분석완료
U1-111-3206,1단지,111동,3206호,32,8.4,7.0,7.0,B+,공식기초분석완료
U1-111-3301,1단지,111동,3301호,33,8.5,7.0,7.0,B+,공식기초분석완료
U1-111-3302,1단지,111동,3302호,33,8.5,7.0,7.0,B+,공식기초분석완료
U1-111-3303,1단지,111동,3303호,33,8.5,7.0,7.0,B+,공식기초분석완료
U1-111-3304,1단지,111동,3304호,33,8.5,7.0,7.0,B+,공식기초분석완료
U1-111-3305,1단지,111동,3305호,33,8.5,7.0,7.0,B+,공식기초분석완료
U1-111-3306,1단지,111동,3306호,33,8.5,7.0,7.0,B+,공식기초분석완료
U1-111-3401,1단지,111동,3401호,34,8.6,7.0,7.0,B+,공식기초분석완료
U1-111-3402,1단지,111동,3402호,34,8.6,7.0,7.0,B+,공식기초분석완료
U1-111-3403,1단지,111동,3403호,34,8.6,7.0,7.0,B+,공식기초분석완료
U1-111-3404,1단지,111동,3404호,34,8.6,7.0,7.0,B+,공식기초분석완료
U1-111-3405,1단지,111동,3405호,34,8.6,7.0,7.0,B+,공식기초분석완료
U1-111-3406,1단지,111동,3406호,34,8.6,7.0,7.0,B+,공식기초분석완료
U1-111-3501,1단지,111동,3501호,35,8.8,7.0,7.0,B+,공식기초분석완료
U1-111-3502,1단지,111동,3502호,35,8.8,7.0,7.0,B+,공식기초분석완료
U1-111-3503,1단지,111동,3503호,35,8.8,7.0,7.0,B+,공식기초분석완료
U1-111-3504,1단지,111동,3504호,35,8.8,7.0,7.0,B+,공식기초분석완료
U1-111-3505,1단지,111동,3505호,35,8.8,7.0,7.0,B+,공식기초분석완료
U1-111-3506,1단지,111동,3506호,35,8.8,7.0,7.0,B+,공식기초분석완료
U1-111-3601,1단지,111동,3601호,36,8.9,7.0,7.0,B+,공식기초분석완료
U1-111-3602,1단지,111동,3602호,36,8.9,7.0,7.0,B+,공식기초분석완료
U1-111-3603,1단지,111동,3603호,36,8.9,7.0,7.0,B+,공식기초분석완료
U1-111-3604,1단지,111동,3604호,36,8.9,7.0,7.0,B+,공식기초분석완료
U1-111-3605,1단지,111동,3605호,36,8.9,7.0,7.0,B+,공식기초분석완료
U1-111-3606,1단지,111동,3606호,36,8.9,7.0,7.0,B+,공식기초분석완료
U1-111-3701,1단지,111동,3701호,37,9.0,7.0,7.0,A,공식기초분석완료
U1-111-3702,1단지,111동,3702호,37,9.0,7.0,7.0,A,공식기초분석완료
U1-111-3703,1단지,111동,3703호,37,9.0,7.0,7.0,A,공식기초분석완료
U1-111-3704,1단지,111동,3704호,37,9.0,7.0,7.0,A,공식기초분석완료
U1-111-3705,1단지,111동,3705호,37,9.0,7.0,7.0,A,공식기초분석완료
U1-111-3706,1단지,111동,3706호,37,9.0,7.0,7.0,A,공식기초분석완료
U1-111-3801,1단지,111동,3801호,38,9.1,7.0,7.0,A,공식기초분석완료
U1-111-3802,1단지,111동,3802호,38,9.1,7.0,7.0,A,공식기초분석완료
U1-111-3803,1단지,111동,3803호,38,9.1,7.0,7.0,A,공식기초분석완료
U1-111-3804,1단지,111동,3804호,38,9.1,7.0,7.0,A,공식기초분석완료
U1-111-3805,1단지,111동,3805호,38,9.1,7.0,7.0,A,공식기초분석완료
U1-111-3806,1단지,111동,3806호,38,9.1,7.0,7.0,A,공식기초분석완료
U1-111-3901,1단지,111동,3901호,39,9.2,7.0,7.0,A,공식기초분석완료
U1-111-3902,1단지,111동,3902호,39,9.2,7.0,7.0,A,공식기초분석완료
U1-111-3903,1단지,111동,3903호,39,9.2,7.0,7.0,A,공식기초분석완료
U1-111-3904,1단지,111동,3904호,39,9.2,7.0,7.0,A,공식기초분석완료
U1-111-3905,1단지,111동,3905호,39,9.2,7.0,7.0,A,공식기초분석완료
U1-111-3906,1단지,111동,3906호,39,9.2,7.0,7.0,A,공식기초분석완료
U1-111-4001,1단지,111동,4001호,40,9.3,7.0,7.0,A,공식기초분석완료
U1-111-4002,1단지,111동,4002호,40,9.3,7.0,7.0,A,공식기초분석완료
U1-111-4003,1단지,111동,4003호,40,9.3,7.0,7.0,A,공식기초분석완료
U1-111-4004,1단지,111동,4004호,40,9.3,7.0,7.0,A,공식기초분석완료
U1-111-4005,1단지,111동,4005호,40,9.3,7.0,7.0,A,공식기초분석완료
U1-111-4006,1단지,111동,4006호,40,9.3,7.0,7.0,A,공식기초분석완료
U1-111-4101,1단지,111동,4101호,41,9.4,7.0,7.0,A,공식기초분석완료
U1-111-4102,1단지,111동,4102호,41,9.4,7.0,7.0,A,공식기초분석완료
U1-111-4103,1단지,111동,4103호,41,9.4,7.0,7.0,A,공식기초분석완료
U1-111-4104,1단지,111동,4104호,41,9.4,7.0,7.0,A,공식기초분석완료
U1-111-4105,1단지,111동,4105호,41,9.4,7.0,7.0,A,공식기초분석완료
U1-111-4106,1단지,111동,4106호,41,9.4,7.0,7.0,A,공식기초분석완료
U1-111-4201,1단지,111동,4201호,42,9.5,7.0,7.0,A,공식기초분석완료
U1-111-4202,1단지,111동,4202호,42,9.5,7.0,7.0,A,공식기초분석완료
U1-111-4203,1단지,111동,4203호,42,9.5,7.0,7.0,A,공식기초분석완료
U1-111-4204,1단지,111동,4204호,42,9.5,7.0,7.0,A,공식기초분석완료
U1-111-4205,1단지,111동,4205호,42,9.5,7.0,7.0,A,공식기초분석완료
U1-111-4206,1단지,111동,4206호,42,9.5,7.0,7.0,A,공식기초분석완료
U1-112-101,1단지,112동,101호,1,5.1,7.0,7.0,C,공식기초분석완료
U1-112-102,1단지,112동,102호,1,5.1,7.0,7.0,C,공식기초분석완료
U1-112-103,1단지,112동,103호,1,5.1,7.0,7.0,C,공식기초분석완료
U1-112-104,1단지,112동,104호,1,5.1,7.0,7.0,C,공식기초분석완료
U1-112-105,1단지,112동,105호,1,5.1,7.0,7.0,C,공식기초분석완료
U1-112-106,1단지,112동,106호,1,5.1,7.0,7.0,C,공식기초분석완료
U1-112-201,1단지,112동,201호,2,5.2,7.0,7.0,C,공식기초분석완료
U1-112-202,1단지,112동,202호,2,5.2,7.0,7.0,C,공식기초분석완료
U1-112-203,1단지,112동,203호,2,5.2,7.0,7.0,C,공식기초분석완료
U1-112-204,1단지,112동,204호,2,5.2,7.0,7.0,C,공식기초분석완료
U1-112-205,1단지,112동,205호,2,5.2,7.0,7.0,C,공식기초분석완료
U1-112-206,1단지,112동,206호,2,5.2,7.0,7.0,C,공식기초분석완료
U1-112-301,1단지,112동,301호,3,5.3,7.0,7.0,C,공식기초분석완료
U1-112-302,1단지,112동,302호,3,5.3,7.0,7.0,C,공식기초분석완료
U1-112-303,1단지,112동,303호,3,5.3,7.0,7.0,C,공식기초분석완료
U1-112-304,1단지,112동,304호,3,5.3,7.0,7.0,C,공식기초분석완료
U1-112-305,1단지,112동,305호,3,5.3,7.0,7.0,C,공식기초분석완료
U1-112-306,1단지,112동,306호,3,5.3,7.0,7.0,C,공식기초분석완료
U1-112-401,1단지,112동,401호,4,5.4,7.0,7.0,C,공식기초분석완료
U1-112-402,1단지,112동,402호,4,5.4,7.0,7.0,C,공식기초분석완료
U1-112-403,1단지,112동,403호,4,5.4,7.0,7.0,C,공식기초분석완료
U1-112-404,1단지,112동,404호,4,5.4,7.0,7.0,C,공식기초분석완료
U1-112-405,1단지,112동,405호,4,5.4,7.0,7.0,C,공식기초분석완료
U1-112-406,1단지,112동,406호,4,5.4,7.0,7.0,C,공식기초분석완료
U1-112-501,1단지,112동,501호,5,5.5,7.0,7.0,C,공식기초분석완료
U1-112-502,1단지,112동,502호,5,5.5,7.0,7.0,C,공식기초분석완료
U1-112-503,1단지,112동,503호,5,5.5,7.0,7.0,C,공식기초분석완료
U1-112-504,1단지,112동,504호,5,5.5,7.0,7.0,C,공식기초분석완료
U1-112-505,1단지,112동,505호,5,5.5,7.0,7.0,C,공식기초분석완료
U1-112-506,1단지,112동,506호,5,5.5,7.0,7.0,C,공식기초분석완료
U1-112-601,1단지,112동,601호,6,5.6,7.0,7.0,C,공식기초분석완료
U1-112-602,1단지,112동,602호,6,5.6,7.0,7.0,C,공식기초분석완료
U1-112-603,1단지,112동,603호,6,5.6,7.0,7.0,C,공식기초분석완료
U1-112-604,1단지,112동,604호,6,5.6,7.0,7.0,C,공식기초분석완료
U1-112-605,1단지,112동,605호,6,5.6,7.0,7.0,C,공식기초분석완료
U1-112-606,1단지,112동,606호,6,5.6,7.0,7.0,C,공식기초분석완료
U1-112-701,1단지,112동,701호,7,5.8,7.0,7.0,C,공식기초분석완료
U1-112-702,1단지,112동,702호,7,5.8,7.0,7.0,C,공식기초분석완료
U1-112-703,1단지,112동,703호,7,5.8,7.0,7.0,C,공식기초분석완료
U1-112-704,1단지,112동,704호,7,5.8,7.0,7.0,C,공식기초분석완료
U1-112-705,1단지,112동,705호,7,5.8,7.0,7.0,C,공식기초분석완료
U1-112-706,1단지,112동,706호,7,5.8,7.0,7.0,C,공식기초분석완료
U1-112-801,1단지,112동,801호,8,5.9,7.0,7.0,C,공식기초분석완료
U1-112-802,1단지,112동,802호,8,5.9,7.0,7.0,C,공식기초분석완료
U1-112-803,1단지,112동,803호,8,5.9,7.0,7.0,C,공식기초분석완료
U1-112-804,1단지,112동,804호,8,5.9,7.0,7.0,C,공식기초분석완료
U1-112-805,1단지,112동,805호,8,5.9,7.0,7.0,C,공식기초분석완료
U1-112-806,1단지,112동,806호,8,5.9,7.0,7.0,C,공식기초분석완료
U1-112-901,1단지,112동,901호,9,6.0,7.0,7.0,C,공식기초분석완료
U1-112-902,1단지,112동,902호,9,6.0,7.0,7.0,C,공식기초분석완료
U1-112-903,1단지,112동,903호,9,6.0,7.0,7.0,C,공식기초분석완료
U1-112-904,1단지,112동,904호,9,6.0,7.0,7.0,C,공식기초분석완료
U1-112-905,1단지,112동,905호,9,6.0,7.0,7.0,C,공식기초분석완료
U1-112-906,1단지,112동,906호,9,6.0,7.0,7.0,C,공식기초분석완료
U1-112-1001,1단지,112동,1001호,10,6.1,7.0,7.0,C,공식기초분석완료
U1-112-1002,1단지,112동,1002호,10,6.1,7.0,7.0,C,공식기초분석완료
U1-112-1003,1단지,112동,1003호,10,6.1,7.0,7.0,C,공식기초분석완료
U1-112-1004,1단지,112동,1004호,10,6.1,7.0,7.0,C,공식기초분석완료
U1-112-1005,1단지,112동,1005호,10,6.1,7.0,7.0,C,공식기초분석완료
U1-112-1006,1단지,112동,1006호,10,6.1,7.0,7.0,C,공식기초분석완료
U1-112-1101,1단지,112동,1101호,11,6.2,7.0,7.0,C,공식기초분석완료
U1-112-1102,1단지,112동,1102호,11,6.2,7.0,7.0,C,공식기초분석완료
U1-112-1103,1단지,112동,1103호,11,6.2,7.0,7.0,C,공식기초분석완료
U1-112-1104,1단지,112동,1104호,11,6.2,7.0,7.0,C,공식기초분석완료
U1-112-1105,1단지,112동,1105호,11,6.2,7.0,7.0,C,공식기초분석완료
U1-112-1106,1단지,112동,1106호,11,6.2,7.0,7.0,C,공식기초분석완료
U1-112-1201,1단지,112동,1201호,12,6.3,7.0,7.0,C,공식기초분석완료
U1-112-1202,1단지,112동,1202호,12,6.3,7.0,7.0,C,공식기초분석완료
U1-112-1203,1단지,112동,1203호,12,6.3,7.0,7.0,C,공식기초분석완료
U1-112-1204,1단지,112동,1204호,12,6.3,7.0,7.0,C,공식기초분석완료
U1-112-1205,1단지,112동,1205호,12,6.3,7.0,7.0,C,공식기초분석완료
U1-112-1206,1단지,112동,1206호,12,6.3,7.0,7.0,C,공식기초분석완료
U1-112-1301,1단지,112동,1301호,13,6.4,7.0,7.0,C,공식기초분석완료
U1-112-1302,1단지,112동,1302호,13,6.4,7.0,7.0,C,공식기초분석완료
U1-112-1303,1단지,112동,1303호,13,6.4,7.0,7.0,C,공식기초분석완료
U1-112-1304,1단지,112동,1304호,13,6.4,7.0,7.0,C,공식기초분석완료
U1-112-1305,1단지,112동,1305호,13,6.4,7.0,7.0,C,공식기초분석완료
U1-112-1306,1단지,112동,1306호,13,6.4,7.0,7.0,C,공식기초분석완료
U1-112-1401,1단지,112동,1401호,14,6.5,7.0,7.0,C,공식기초분석완료
U1-112-1402,1단지,112동,1402호,14,6.5,7.0,7.0,C,공식기초분석완료
U1-112-1403,1단지,112동,1403호,14,6.5,7.0,7.0,C,공식기초분석완료
U1-112-1404,1단지,112동,1404호,14,6.5,7.0,7.0,C,공식기초분석완료
U1-112-1405,1단지,112동,1405호,14,6.5,7.0,7.0,C,공식기초분석완료
U1-112-1406,1단지,112동,1406호,14,6.5,7.0,7.0,C,공식기초분석완료
U1-112-1501,1단지,112동,1501호,15,6.6,7.0,7.0,C,공식기초분석완료
U1-112-1502,1단지,112동,1502호,15,6.6,7.0,7.0,C,공식기초분석완료
U1-112-1503,1단지,112동,1503호,15,6.6,7.0,7.0,C,공식기초분석완료
U1-112-1504,1단지,112동,1504호,15,6.6,7.0,7.0,C,공식기초분석완료
U1-112-1505,1단지,112동,1505호,15,6.6,7.0,7.0,C,공식기초분석완료
U1-112-1506,1단지,112동,1506호,15,6.6,7.0,7.0,C,공식기초분석완료
U1-112-1601,1단지,112동,1601호,16,6.7,7.0,7.0,C,공식기초분석완료
U1-112-1602,1단지,112동,1602호,16,6.7,7.0,7.0,C,공식기초분석완료
U1-112-1603,1단지,112동,1603호,16,6.7,7.0,7.0,C,공식기초분석완료
U1-112-1604,1단지,112동,1604호,16,6.7,7.0,7.0,C,공식기초분석완료
U1-112-1605,1단지,112동,1605호,16,6.7,7.0,7.0,C,공식기초분석완료
U1-112-1606,1단지,112동,1606호,16,6.7,7.0,7.0,C,공식기초분석완료
U1-112-1701,1단지,112동,1701호,17,6.8,7.0,7.0,C,공식기초분석완료
U1-112-1702,1단지,112동,1702호,17,6.8,7.0,7.0,C,공식기초분석완료
U1-112-1703,1단지,112동,1703호,17,6.8,7.0,7.0,C,공식기초분석완료
U1-112-1704,1단지,112동,1704호,17,6.8,7.0,7.0,C,공식기초분석완료
U1-112-1705,1단지,112동,1705호,17,6.8,7.0,7.0,C,공식기초분석완료
U1-112-1706,1단지,112동,1706호,17,6.8,7.0,7.0,C,공식기초분석완료
U1-112-1801,1단지,112동,1801호,18,6.9,7.0,7.0,C,공식기초분석완료
U1-112-1802,1단지,112동,1802호,18,6.9,7.0,7.0,C,공식기초분석완료
U1-112-1803,1단지,112동,1803호,18,6.9,7.0,7.0,C,공식기초분석완료
U1-112-1804,1단지,112동,1804호,18,6.9,7.0,7.0,C,공식기초분석완료
U1-112-1805,1단지,112동,1805호,18,6.9,7.0,7.0,C,공식기초분석완료
U1-112-1806,1단지,112동,1806호,18,6.9,7.0,7.0,C,공식기초분석완료
U1-112-1901,1단지,112동,1901호,19,7.0,7.0,7.0,B,공식기초분석완료
U1-112-1902,1단지,112동,1902호,19,7.0,7.0,7.0,B,공식기초분석완료
U1-112-1903,1단지,112동,1903호,19,7.0,7.0,7.0,B,공식기초분석완료
U1-112-1904,1단지,112동,1904호,19,7.0,7.0,7.0,B,공식기초분석완료
U1-112-1905,1단지,112동,1905호,19,7.0,7.0,7.0,B,공식기초분석완료
U1-112-1906,1단지,112동,1906호,19,7.0,7.0,7.0,B,공식기초분석완료
U1-112-2001,1단지,112동,2001호,20,7.1,7.0,7.0,B,공식기초분석완료
U1-112-2002,1단지,112동,2002호,20,7.1,7.0,7.0,B,공식기초분석완료
U1-112-2003,1단지,112동,2003호,20,7.1,7.0,7.0,B,공식기초분석완료
U1-112-2004,1단지,112동,2004호,20,7.1,7.0,7.0,B,공식기초분석완료
U1-112-2005,1단지,112동,2005호,20,7.1,7.0,7.0,B,공식기초분석완료
U1-112-2006,1단지,112동,2006호,20,7.1,7.0,7.0,B,공식기초분석완료
U1-112-2101,1단지,112동,2101호,21,7.2,7.0,7.0,B,공식기초분석완료
U1-112-2102,1단지,112동,2102호,21,7.2,7.0,7.0,B,공식기초분석완료
U1-112-2103,1단지,112동,2103호,21,7.2,7.0,7.0,B,공식기초분석완료
U1-112-2104,1단지,112동,2104호,21,7.2,7.0,7.0,B,공식기초분석완료
U1-112-2105,1단지,112동,2105호,21,7.2,7.0,7.0,B,공식기초분석완료
U1-112-2106,1단지,112동,2106호,21,7.2,7.0,7.0,B,공식기초분석완료
U1-112-2201,1단지,112동,2201호,22,7.4,7.0,7.0,B,공식기초분석완료
U1-112-2202,1단지,112동,2202호,22,7.4,7.0,7.0,B,공식기초분석완료
U1-112-2203,1단지,112동,2203호,22,7.4,7.0,7.0,B,공식기초분석완료
U1-112-2204,1단지,112동,2204호,22,7.4,7.0,7.0,B,공식기초분석완료
U1-112-2205,1단지,112동,2205호,22,7.4,7.0,7.0,B,공식기초분석완료
U1-112-2206,1단지,112동,2206호,22,7.4,7.0,7.0,B,공식기초분석완료
U1-112-2301,1단지,112동,2301호,23,7.5,7.0,7.0,B,공식기초분석완료
U1-112-2302,1단지,112동,2302호,23,7.5,7.0,7.0,B,공식기초분석완료
U1-112-2303,1단지,112동,2303호,23,7.5,7.0,7.0,B,공식기초분석완료
U1-112-2304,1단지,112동,2304호,23,7.5,7.0,7.0,B,공식기초분석완료
U1-112-2305,1단지,112동,2305호,23,7.5,7.0,7.0,B,공식기초분석완료
U1-112-2306,1단지,112동,2306호,23,7.5,7.0,7.0,B,공식기초분석완료
U1-112-2401,1단지,112동,2401호,24,7.6,7.0,7.0,B,공식기초분석완료
U1-112-2402,1단지,112동,2402호,24,7.6,7.0,7.0,B,공식기초분석완료
U1-112-2403,1단지,112동,2403호,24,7.6,7.0,7.0,B,공식기초분석완료
U1-112-2404,1단지,112동,2404호,24,7.6,7.0,7.0,B,공식기초분석완료
U1-112-2405,1단지,112동,2405호,24,7.6,7.0,7.0,B,공식기초분석완료
U1-112-2406,1단지,112동,2406호,24,7.6,7.0,7.0,B,공식기초분석완료
U1-112-2501,1단지,112동,2501호,25,7.7,7.0,7.0,B,공식기초분석완료
U1-112-2502,1단지,112동,2502호,25,7.7,7.0,7.0,B,공식기초분석완료
U1-112-2503,1단지,112동,2503호,25,7.7,7.0,7.0,B,공식기초분석완료
U1-112-2504,1단지,112동,2504호,25,7.7,7.0,7.0,B,공식기초분석완료
U1-112-2505,1단지,112동,2505호,25,7.7,7.0,7.0,B,공식기초분석완료
U1-112-2506,1단지,112동,2506호,25,7.7,7.0,7.0,B,공식기초분석완료
U1-112-2601,1단지,112동,2601호,26,7.8,7.0,7.0,B,공식기초분석완료
U1-112-2602,1단지,112동,2602호,26,7.8,7.0,7.0,B,공식기초분석완료
U1-112-2603,1단지,112동,2603호,26,7.8,7.0,7.0,B,공식기초분석완료
U1-112-2604,1단지,112동,2604호,26,7.8,7.0,7.0,B,공식기초분석완료
U1-112-2605,1단지,112동,2605호,26,7.8,7.0,7.0,B,공식기초분석완료
U1-112-2606,1단지,112동,2606호,26,7.8,7.0,7.0,B,공식기초분석완료
U1-112-2701,1단지,112동,2701호,27,7.9,7.0,7.0,B,공식기초분석완료
U1-112-2702,1단지,112동,2702호,27,7.9,7.0,7.0,B,공식기초분석완료
U1-112-2703,1단지,112동,2703호,27,7.9,7.0,7.0,B,공식기초분석완료
U1-112-2704,1단지,112동,2704호,27,7.9,7.0,7.0,B,공식기초분석완료
U1-112-2705,1단지,112동,2705호,27,7.9,7.0,7.0,B,공식기초분석완료
U1-112-2706,1단지,112동,2706호,27,7.9,7.0,7.0,B,공식기초분석완료
U1-112-2801,1단지,112동,2801호,28,8.0,7.0,7.0,B+,공식기초분석완료
U1-112-2802,1단지,112동,2802호,28,8.0,7.0,7.0,B+,공식기초분석완료
U1-112-2803,1단지,112동,2803호,28,8.0,7.0,7.0,B+,공식기초분석완료
U1-112-2804,1단지,112동,2804호,28,8.0,7.0,7.0,B+,공식기초분석완료
U1-112-2805,1단지,112동,2805호,28,8.0,7.0,7.0,B+,공식기초분석완료
U1-112-2806,1단지,112동,2806호,28,8.0,7.0,7.0,B+,공식기초분석완료
